type	item	pins	zones	maps	realms	records	first_seen	last_seen
worldforged	354199	2	Desolace|The Barrens	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-05	2026-08-27
worldforged	354200	2	Desolace	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-05	2026-08-31
worldforged	354201	1	Desolace	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2025-10-05	2026-08-25
worldforged	354202	7	Desolace|Durotar|Dustwallow Marsh|The Barrens	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	14	2025-10-19	2026-08-25
worldforged	354203	1	Desolace	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2025-10-05	2026-08-29
worldforged	354204	2	Desolace|The Barrens	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-11-12	2026-07-09
worldforged	354205	3	Desolace|The Barrens	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-05	2026-09-01
worldforged	354206	9	Azshara|Burning Steppes|Desolace|Maraudon	0|1|349	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	23	2025-10-20	2026-08-31
worldforged	354207	4	Desolace|Maraudon	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	14	2025-11-28	2026-08-31
worldforged	354208	10	Desolace|Maraudon	1|349	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	15	2025-10-31	2026-08-27
worldforged	354209	5	Desolace|Maraudon	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2026-07-06	2026-08-25
worldforged	354210	1	Desolace	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2025-10-05	2026-08-27
worldforged	354211	1	Desolace	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2025-10-05	2026-07-28
worldforged	354212	1	Alterac Mountains	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-05	2026-08-27
worldforged	354213	1	Alterac Mountains	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-08	2026-08-27
worldforged	354214	2	Alterac Mountains|Stratholme	0|329	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-15	2026-08-27
worldforged	354215	1	Alterac Mountains	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-06	2026-08-28
worldforged	354216	1	Alterac Mountains	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-04	2026-08-28
worldforged	354217	1	Alterac Mountains	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-04	2026-08-28
worldforged	354218	1	Alterac Mountains	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	6	2025-10-28	2026-05-20
worldforged	354219	3	Alterac Mountains	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-04	2026-08-28
worldforged	354220	2	Alterac Mountains	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-05	2026-08-28
worldforged	354221	2	Alterac Mountains|Duskwood	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	15	2025-10-04	2026-08-28
worldforged	354222	6	Alterac Mountains|Arathi Highlands|Duskwood|Hillsbrad Foothills|Razorfen Kraul|Zul'Farrak	0|47|209	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	18	2025-11-01	2026-08-27
worldforged	354223	1	Alterac Mountains	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-06	2026-08-28
worldforged	354224	3	Alterac Mountains|Magisters' Terrace|Razorfen Kraul	0|47|585	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-05	2026-08-28
worldforged	354225	4	Alterac Mountains	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2025-10-18	2026-08-27
worldforged	354226	2	Alterac Mountains|Duskwood	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-05	2026-08-27
worldforged	354228	3	Swamp of Sorrows|The Hinterlands|Westfall	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-08	2026-08-28
worldforged	354229	3	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-07	2026-08-30
worldforged	354230	2	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-07	2026-08-26
worldforged	354231	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-06	2026-08-25
worldforged	354232	2	Swamp of Sorrows|The Hinterlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2025-10-08	2026-08-30
worldforged	354233	3	Arathi Highlands|Swamp of Sorrows|Westfall	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-06	2026-08-28
worldforged	354234	2	Sunstrider Isle|Swamp of Sorrows	0|530	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-07	2026-08-28
worldforged	354235	2	Silithus|Swamp of Sorrows	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-15	2026-08-28
worldforged	354236	3	The Hinterlands|The Temple of Atal'Hakkar	0|109	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	5	2025-10-08	2026-08-23
worldforged	354237	3	The Hinterlands|The Temple of Atal'Hakkar	0|109	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	5	2025-10-13	2026-08-23
worldforged	354238	2	The Hinterlands	0	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	2	2026-07-11	2026-08-23
worldforged	354239	13	Duskwood|Echo Ridge Mine|Elwynn Forest|Hillsbrad Foothills|Jasperlode Mine|Redridge Mountains|Swamp of Sorrows|The Hinterlands|The Temple of Atal'Hakkar|Westfall	0|109	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	21	2025-10-08	2026-08-23
worldforged	354240	1	The Temple of Atal'Hakkar	109	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	3	2025-10-13	2025-10-13
worldforged	354241	2	The Temple of Atal'Hakkar	0|109	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	4	2025-10-13	2026-07-11
worldforged	354242	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-19	2026-08-28
worldforged	354243	2	Swamp of Sorrows|The Hinterlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-08	2026-08-21
worldforged	354244	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-06	2026-08-28
worldforged	354245	3	Swamp of Sorrows|The Hinterlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-08	2026-08-28
worldforged	354246	21	Arathi Highlands|Azshara|Blasted Lands|Desolace|Durotar|Eastern Plaguelands|Felwood|Feralas|Hillsbrad Foothills|Onyxia's Lair|Searing Gorge|Silithus|Silverpine Forest|Swamp of Sorrows|The Barrens|The Hinterlands|The Stockade|Un'Goro Crater|Western Plaguelands|Winterspring|Zul'Gurub	0|1|34|249|309	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	33	2025-10-08	2026-08-27
worldforged	354247	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-08	2026-08-25
worldforged	354248	2	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	6	2025-10-18	2026-05-20
worldforged	354249	3	Arathi Highlands|Swamp of Sorrows|Westfall	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-08	2026-08-28
worldforged	354250	2	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2025-10-15	2026-08-28
worldforged	354251	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-08	2026-08-22
worldforged	354252	2	Sunstrider Isle|Swamp of Sorrows	0|530	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-07	2026-08-28
worldforged	354253	2	Swamp of Sorrows|Westfall	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	7	2025-10-15	2026-08-28
worldforged	354254	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-15	2026-08-28
worldforged	354255	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-15	2026-08-30
worldforged	354256	2	Swamp of Sorrows|The Hinterlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-05	2026-08-28
worldforged	354257	2	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-06	2026-08-30
worldforged	354258	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-08	2026-08-28
worldforged	354259	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-07	2026-08-28
worldforged	354260	3	Swamp of Sorrows|The Hinterlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	14	2025-10-07	2026-08-28
worldforged	354261	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-07	2026-08-27
worldforged	354262	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-07	2026-08-28
worldforged	354263	2	Swamp of Sorrows|Westfall	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-07	2026-08-30
worldforged	354264	3	Badlands|Swamp of Sorrows|The Hinterlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-07	2026-08-28
worldforged	354265	3	Swamp of Sorrows|Westfall	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-06	2026-08-30
worldforged	354266	1	Swamp of Sorrows	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-07	2026-08-26
worldforged	354268	2	Dustwallow Marsh	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-09	2026-08-27
worldforged	354269	2	Dustwallow Marsh|Stillpine Hold	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-05	2026-08-27
worldforged	354271	1	Azshara	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-11	2026-08-28
worldforged	354273	1	Azshara	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-12	2026-08-28
worldforged	354275	1	Azshara	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2025-10-14	2026-08-27
worldforged	354276	1	Azshara	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2026-04-26	2026-08-27
worldforged	354277	1	Azshara	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	6	2025-10-17	2026-05-20
worldforged	354278	1	Azshara	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-20	2026-08-30
worldforged	354279	1	Azshara	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-11-22	2026-07-28
worldforged	354280	4	Azshara|Badlands|Tanaris	0|1	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	5	2026-08-05	2026-08-21
worldforged	354283	1	Azshara	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	7	2025-10-18	2026-08-27
worldforged	354286	2	Azshara|Winterspring	1	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	3	2026-07-23	2026-08-20
worldforged	354289	26	Ashenvale|Badlands|Deadwind Pass|Desolace|Dire Maul|Eastern Plaguelands|Felwood|Gnomeregan|Hillsbrad Foothills|Razorfen Kraul|Searing Gorge|Silithus|Stranglethorn Vale|Stratholme|Swamp of Sorrows|Thousand Needles|Uldaman|Un'Goro Crater|Winterspring	0|1|47|70|90|329|429	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	29	2026-07-29	2026-08-25
worldforged	354292	54	Ashenvale|Azshara|Badlands|Blackrock Caverns|Blackrock Depths|Blasted Lands|Burning Steppes|Deadwind Pass|Dire Maul|Dustwallow Marsh|Eastern Plaguelands|Felwood|Feralas|Gnomeregan|Hillsbrad Foothills|Maraudon|Razorfen Downs|Redridge Mountains|Scarlet Monastery|Scholomance|Searing Gorge|Silithus|Stratholme|Swamp of Sorrows|The Deadmines|Thousand Needles|Uldaman|Un'Goro Crater|Western Plaguelands|Winterspring	0|1|36|70|90|129|189|230|289|329|349|429|645	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	61	2026-07-21	2026-08-25
worldforged	354293	19	Badlands|Blackfathom Deeps|Blackrock Depths|Burning Steppes|Dustwallow Marsh|Eastern Plaguelands|Razorfen Kraul|Scarlet Monastery|Searing Gorge|Stranglethorn Vale|Tanaris|The Hinterlands|Un'Goro Crater|Western Plaguelands	0|1|47|48|189|230	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	24	2026-07-26	2026-08-24
worldforged	354295	1	Un'Goro Crater	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-09	2026-08-27
worldforged	354300	3	Ashenvale|Un'Goro Crater	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-11	2026-08-26
worldforged	354312	2	Badlands|Deadwind Pass	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-11	2026-08-26
worldforged	354325	1	Silithus	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-10	2026-08-29
worldforged	354326	4	Silithus	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-11-30	2026-07-31
worldforged	354327	1	Alterac Mountains	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-05	2026-08-28
worldforged	354328	1	Burning Steppes	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-14	2026-08-27
worldforged	354446	1	Deadwind Pass	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-28	2026-08-25
worldforged	354447	3	Badlands|Deadwind Pass|Zul'Farrak	0|209	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	14	2025-10-27	2026-08-25
